user_id,item_id,score
25,11,1.0
25,7,0.0
25,15,0.0
25,17,0.0
25,13,0.0
25,9,1.0
26,6,0.0
26,7,0.0
26,11,0.0
26,5,0.0
26,12,0.0
26,14,0.0
26,8,0.0
26,9,1.0
26,2,0.0
26,18,0.0
26,19,0.0
26,1,0.0
26,10,0.0
26,13,0.0
27,11,0.0
27,10,0.0
27,12,0.0
27,16,1.0
27,2,0.0
27,3,0.0
27,19,0.0
27,14,1.0
27,18,0.0
27,7,0.0
27,6,1.0
27,9,0.0
27,8,0.0
27,20,0.0
28,3,0.0
28,14,0.0
28,9,0.0
28,2,0.0
28,11,0.0
28,8,0.0
28,5,0.0
28,13,0.0
28,6,0.0
28,15,0.0
28,1,0.0
28,12,0.0
28,16,0.0
28,4,0.0
29,9,1.0
29,20,0.0
29,3,0.0
29,11,0.0
29,10,0.0
29,2,0.0
29,13,0.0
29,7,0.0
29,17,0.0
29,1,0.0
29,5,0.0
29,16,1.0
29,18,0.0
29,6,1.0
30,7,1.0
30,5,1.0
30,4,1.0
30,18,1.0
30,6,1.0
30,3,1.0
30,8,1.0
30,14,1.0
30,17,1.0
30,16,1.0
30,13,1.0
30,1,1.0
30,20,1.0
30,12,1.0
31,8,1.0
31,1,1.0
31,9,1.0
31,11,1.0
31,6,1.0
31,15,1.0
31,19,1.0
31,18,1.0
31,10,0.0
31,14,1.0
31,12,1.0
31,7,1.0
31,3,0.0
31,5,1.0
32,20,1.0
32,5,1.0
32,1,1.0
32,12,1.0
32,4,1.0
32,11,1.0
32,19,1.0
32,2,1.0
32,3,1.0
32,7,1.0
32,8,1.0
32,18,1.0
32,17,1.0
32,9,1.0
33,11,1.0
33,13,1.0
33,17,1.0
33,15,1.0
33,8,1.0
33,4,1.0
33,12,1.0
33,5,1.0
33,14,0.0
33,1,1.0
33,10,1.0
33,19,1.0
33,7,1.0
33,16,1.0
34,10,1.0
34,20,1.0
34,12,1.0
34,11,0.0
34,5,0.0
34,7,1.0
34,3,0.0
34,9,1.0
34,14,1.0
34,17,1.0
34,19,1.0
34,2,0.0
34,4,1.0
34,13,0.0
35,6,1.0
35,4,1.0
35,10,1.0
35,2,1.0
35,9,0.0
35,12,1.0
35,13,1.0
35,1,1.0
35,17,0.0
35,15,1.0
35,16,1.0
35,5,1.0
35,18,1.0
35,3,1.0
36,18,1.0
36,11,0.0
36,13,1.0
36,3,1.0
36,2,1.0
36,10,1.0
36,20,0.0
36,8,0.0
36,12,0.0
36,16,1.0
36,15,1.0
36,14,1.0
36,4,0.0
36,17,0.0
37,4,1.0
37,12,1.0
37,16,1.0
37,2,0.0
37,18,0.0
37,17,1.0
37,3,0.0
37,11,0.0
37,5,0.0
37,8,1.0
37,10,0.0
37,19,0.0
37,6,0.0
37,9,0.0
38,20,0.0
38,7,1.0
38,9,0.0
38,5,1.0
38,1,1.0
38,17,0.0
38,18,0.0
38,11,0.0
38,15,1.0
38,3,1.0
38,12,0.0
38,6,1.0
38,14,1.0
38,10,0.0
39,16,1.0
39,1,1.0
39,7,1.0
39,3,1.0
39,12,1.0
39,14,1.0
39,5,1.0
39,8,1.0
39,6,1.0
39,19,1.0
39,20,1.0
39,15,1.0
39,10,1.0
39,11,1.0
40,15,0.0
40,1,0.0
40,2,0.0
40,19,0.0
40,20,0.0
40,4,0.0
40,16,1.0
40,13,0.0
40,18,0.0
40,5,1.0
40,17,0.0
40,11,0.0
40,12,1.0
40,3,0.0
41,11,0.0
41,4,0.0
41,13,0.0
41,8,0.0
41,12,0.0
41,9,1.0
41,18,0.0
41,7,0.0
41,14,0.0
41,1,0.0
41,10,0.0
41,2,0.0
41,19,0.0
41,6,0.0
42,3,1.0
42,13,1.0
42,4,1.0
42,17,1.0
42,5,1.0
42,15,1.0
42,2,1.0
42,9,1.0
42,14,1.0
42,12,1.0
42,8,1.0
42,11,1.0
42,10,1.0
42,18,1.0
43,14,1.0
43,10,1.0
43,5,1.0
43,7,1.0
43,20,1.0
43,8,1.0
43,4,1.0
43,2,1.0
43,1,1.0
43,15,1.0
43,18,1.0
43,17,1.0
43,13,1.0
43,19,0.0
44,1,0.0
44,12,1.0
44,3,0.0
44,5,0.0
44,10,0.0
44,18,0.0
44,9,0.0
44,14,0.0
44,8,0.0
44,2,0.0
44,15,0.0
44,17,0.0
44,20,0.0
44,16,0.0
45,1,1.0
45,8,1.0
45,13,0.0
45,9,1.0
45,5,0.0
45,10,1.0
45,20,1.0
45,11,1.0
45,3,1.0
45,17,1.0
45,19,1.0
45,12,1.0
45,7,1.0
45,14,1.0
46,1,1.0
46,11,1.0
46,19,1.0
46,16,0.0
46,6,1.0
46,17,1.0
46,3,0.0
46,9,1.0
46,2,1.0
46,5,0.0
46,8,1.0
46,15,1.0
46,18,0.0
46,20,1.0
47,2,0.0
47,9,1.0
47,3,0.0
47,4,0.0
47,15,0.0
47,8,0.0
47,11,0.0
47,7,0.0
47,12,1.0
47,16,0.0
47,14,1.0
47,1,0.0
47,20,0.0
47,13,0.0
48,6,1.0
48,9,0.0
48,1,0.0
48,11,1.0
48,18,1.0
48,16,0.0
48,8,0.0
48,4,0.0
48,2,0.0
48,5,0.0
48,7,0.0
48,15,0.0
48,10,0.0
48,14,1.0
49,6,0.0
49,3,0.0
49,9,1.0
49,17,0.0
49,2,0.0
49,14,0.0
49,7,0.0
49,15,0.0
49,20,0.0
49,12,0.0
49,4,0.0
49,13,0.0
49,19,0.0
49,18,0.0
50,8,1.0
50,1,0.0
50,20,1.0
50,12,1.0
50,6,1.0
50,16,0.0
50,5,0.0
50,4,1.0
50,19,1.0
50,7,1.0
50,11,1.0
50,15,1.0
50,9,1.0
50,13,1.0
51,13,0.0
51,2,0.0
51,10,0.0
51,1,0.0
51,9,0.0
51,4,0.0
51,8,0.0
51,6,0.0
51,14,0.0
51,17,0.0
51,11,0.0
51,20,0.0
51,12,0.0
51,19,0.0
52,5,0.0
52,3,1.0
52,20,0.0
52,12,0.0
52,11,0.0
52,14,1.0
52,18,0.0
52,15,0.0
52,1,1.0
52,10,0.0
52,16,0.0
52,13,0.0
52,7,0.0
52,9,1.0
53,6,1.0
53,14,0.0
53,12,1.0
53,13,0.0
53,3,0.0
53,1,0.0
53,4,0.0
53,8,1.0
53,2,1.0
53,7,0.0
53,9,0.0
53,16,0.0
53,17,0.0
53,18,0.0
54,8,1.0
54,4,1.0
54,7,1.0
54,16,1.0
54,2,1.0
54,5,1.0
54,9,1.0
54,20,1.0
54,1,0.0
54,12,1.0
54,18,1.0
54,14,1.0
54,3,1.0
54,13,0.0
55,16,1.0
55,18,0.0
55,20,1.0
55,9,1.0
55,11,1.0
55,7,0.0
55,17,1.0
55,5,0.0
55,19,0.0
55,8,1.0
55,10,0.0
55,13,0.0
55,15,0.0
55,3,0.0
56,10,1.0
56,13,1.0
56,19,1.0
56,15,1.0
56,18,1.0
56,17,1.0
56,1,1.0
56,7,1.0
56,8,1.0
56,14,1.0
56,4,1.0
56,12,1.0
56,3,1.0
56,6,1.0
57,6,1.0
57,8,1.0
57,10,1.0
57,16,1.0
57,18,1.0
57,7,1.0
57,4,1.0
57,1,1.0
57,2,1.0
57,12,1.0
57,14,1.0
57,20,1.0
57,11,1.0
57,9,1.0
58,11,0.0
58,18,0.0
58,10,0.0
58,6,0.0
58,4,0.0
58,14,0.0
58,16,0.0
58,15,0.0
58,3,0.0
58,7,0.0
58,12,0.0
58,8,0.0
58,1,0.0
58,5,0.0
59,20,0.0
59,1,0.0
59,7,0.0
59,14,0.0
59,2,0.0
59,17,0.0
59,18,0.0
59,15,0.0
59,8,0.0
59,16,1.0
59,3,0.0
59,12,1.0
59,9,1.0
59,11,0.0
60,15,1.0
60,20,1.0
60,11,1.0
60,12,1.0
60,5,0.0
60,8,0.0
60,14,1.0
60,10,1.0
60,18,1.0
60,16,1.0
60,3,1.0
60,13,0.0
60,1,1.0
60,2,1.0
61,13,0.0
61,7,0.0
61,11,0.0
61,20,0.0
61,8,1.0
61,1,0.0
61,16,1.0
61,3,0.0
61,4,0.0
61,18,0.0
61,9,0.0
61,2,0.0
61,17,0.0
61,6,1.0
62,14,0.0
62,4,0.0
62,3,0.0
62,13,0.0
62,1,0.0
62,2,0.0
62,15,0.0
62,17,0.0
62,19,0.0
62,8,0.0
62,10,0.0
62,11,0.0
62,20,0.0
62,7,0.0
63,20,0.0
63,3,1.0
63,6,1.0
63,4,0.0
63,2,1.0
63,15,0.0
63,10,0.0
63,12,1.0
63,13,1.0
63,19,0.0
63,7,1.0
63,16,1.0
63,9,1.0
63,11,1.0
64,5,1.0
64,6,1.0
64,19,0.0
64,13,0.0
64,17,1.0
64,9,1.0
64,10,1.0
64,15,1.0
64,12,1.0
64,14,1.0
64,3,1.0
64,16,1.0
64,8,1.0
64,11,1.0
65,8,1.0
65,12,1.0
65,5,1.0
65,9,1.0
65,16,1.0
65,6,1.0
65,2,1.0
65,7,0.0
65,19,0.0
65,4,1.0
65,11,0.0
65,15,1.0
65,18,0.0
65,17,0.0
66,13,0.0
66,17,0.0
66,9,0.0
66,3,0.0
66,7,0.0
66,10,1.0
66,16,1.0
66,4,1.0
66,2,0.0
66,19,0.0
66,1,0.0
66,18,1.0
66,15,0.0
66,6,0.0
67,6,1.0
67,8,0.0
67,12,1.0
67,11,0.0
67,17,0.0
67,5,1.0
67,4,0.0
67,14,1.0
67,1,1.0
67,10,0.0
67,13,0.0
67,16,1.0
67,18,1.0
67,15,1.0
68,15,0.0
68,1,0.0
68,14,0.0
68,10,0.0
68,2,0.0
68,13,0.0
68,9,1.0
68,11,0.0
68,16,0.0
68,3,0.0
68,5,0.0
68,18,0.0
68,12,0.0
68,7,0.0
69,10,0.0
69,4,0.0
69,7,0.0
69,14,0.0
69,13,0.0
69,18,0.0
69,5,0.0
69,11,0.0
69,2,0.0
69,20,0.0
69,17,0.0
69,8,0.0
69,1,0.0
69,9,0.0
70,9,0.0
70,20,0.0
70,12,1.0
70,8,1.0
70,6,0.0
70,10,0.0
70,3,0.0
70,16,0.0
70,2,0.0
70,7,1.0
70,18,1.0
70,15,1.0
70,5,0.0
70,1,0.0
71,18,0.0
71,19,0.0
71,10,0.0
71,6,1.0
71,3,0.0
71,7,0.0
71,20,0.0
71,2,0.0
71,9,1.0
71,5,1.0
71,17,0.0
71,11,0.0
71,4,0.0
71,16,1.0
72,10,0.0
72,19,0.0
72,12,0.0
72,4,0.0
72,16,0.0
72,1,0.0
72,20,0.0
72,18,0.0
72,11,0.0
72,14,1.0
72,7,0.0
72,3,0.0
72,5,1.0
72,17,0.0
73,15,0.0
73,2,0.0
73,9,0.0
73,16,0.0
73,13,0.0
73,4,0.0
73,3,0.0
73,7,0.0
73,5,0.0
73,14,0.0
73,6,0.0
73,10,0.0
73,19,0.0
73,1,0.0
74,3,1.0
74,20,0.0
74,10,1.0
74,4,0.0
74,13,1.0
74,14,1.0
74,12,1.0
74,8,0.0
74,11,1.0
74,2,1.0
74,16,1.0
74,15,1.0
74,9,1.0
74,5,1.0
75,3,0.0
75,20,0.0
75,7,0.0
75,1,0.0
75,6,1.0
75,9,0.0
75,4,0.0
75,13,0.0
75,17,0.0
75,15,0.0
75,12,1.0
75,16,1.0
75,8,1.0
75,11,0.0
76,17,0.0
76,15,0.0
76,8,0.0
76,7,0.0
76,3,0.0
76,10,0.0
76,1,0.0
76,4,0.0
76,5,0.0
76,16,0.0
76,14,0.0
76,9,0.0
76,19,0.0
76,18,0.0
77,4,0.0
77,3,0.0
77,11,0.0
77,2,1.0
77,18,0.0
77,14,1.0
77,1,0.0
77,7,0.0
77,5,1.0
77,9,1.0
77,10,0.0
77,6,1.0
77,20,0.0
77,15,0.0
78,2,1.0
78,7,0.0
78,5,0.0
78,18,1.0
78,13,1.0
78,16,1.0
78,6,1.0
78,14,1.0
78,20,1.0
78,3,1.0
78,15,0.0
78,19,0.0
78,17,1.0
78,8,1.0
79,14,1.0
79,9,1.0
79,12,1.0
79,5,1.0
79,13,1.0
79,19,1.0
79,8,1.0
79,15,1.0
79,20,1.0
79,10,1.0
79,4,1.0
79,3,1.0
79,6,1.0
79,18,1.0
80,6,1.0
80,2,0.0
80,20,1.0
80,12,1.0
80,13,0.0
80,18,1.0
80,9,1.0
80,1,0.0
80,11,1.0
80,8,1.0
80,16,0.0
80,15,0.0
80,17,1.0
80,19,1.0
81,12,1.0
81,18,0.0
81,3,0.0
81,7,0.0
81,2,0.0
81,14,1.0
81,1,0.0
81,5,0.0
81,13,0.0
81,17,0.0
81,8,1.0
81,4,1.0
81,19,0.0
81,10,0.0
82,18,1.0
82,9,1.0
82,20,1.0
82,8,1.0
82,14,1.0
82,12,0.0
82,11,1.0
82,19,1.0
82,6,1.0
82,13,0.0
82,1,1.0
82,10,0.0
82,3,1.0
82,4,1.0
83,2,0.0
83,10,0.0
83,9,1.0
83,18,0.0
83,14,0.0
83,4,0.0
83,5,0.0
83,1,0.0
83,17,0.0
83,6,0.0
83,13,0.0
83,20,0.0
83,11,0.0
83,19,0.0
84,18,0.0
84,3,1.0
84,10,0.0
84,2,1.0
84,7,0.0
84,5,0.0
84,19,0.0
84,20,0.0
84,15,0.0
84,12,1.0
84,11,0.0
84,16,0.0
84,1,1.0
84,9,0.0
85,9,1.0
85,19,0.0
85,7,0.0
85,3,1.0
85,18,1.0
85,5,1.0
85,10,0.0
85,16,0.0
85,11,0.0
85,15,1.0
85,12,1.0
85,8,1.0
85,4,0.0
85,1,1.0
86,3,0.0
86,1,1.0
86,17,1.0
86,8,1.0
86,16,0.0
86,10,0.0
86,13,0.0
86,20,1.0
86,19,0.0
86,7,1.0
86,4,1.0
86,6,1.0
86,15,1.0
86,12,1.0
87,11,1.0
87,8,1.0
87,15,0.0
87,6,1.0
87,9,1.0
87,17,1.0
87,20,1.0
87,1,1.0
87,16,1.0
87,4,1.0
87,14,0.0
87,12,1.0
87,18,1.0
87,13,1.0
88,9,1.0
88,13,1.0
88,20,1.0
88,11,1.0
88,17,1.0
88,10,1.0
88,5,1.0
88,19,1.0
88,12,1.0
88,15,1.0
88,6,1.0
88,16,1.0
88,8,1.0
88,4,1.0
89,15,1.0
89,5,1.0
89,7,1.0
89,2,1.0
89,19,1.0
89,13,1.0
89,17,1.0
89,10,1.0
89,4,1.0
89,11,1.0
89,6,1.0
89,14,1.0
89,16,1.0
89,8,1.0
90,20,1.0
90,16,1.0
90,1,1.0
90,11,1.0
90,5,1.0
90,12,1.0
90,6,1.0
90,15,0.0
90,2,1.0
90,10,1.0
90,14,1.0
90,19,1.0
90,13,1.0
90,4,1.0
91,8,1.0
91,3,1.0
91,6,1.0
91,11,0.0
91,7,1.0
91,16,1.0
91,10,0.0
91,14,1.0
91,4,1.0
91,15,1.0
91,19,1.0
91,9,1.0
91,18,0.0
91,13,0.0
92,15,0.0
92,17,0.0
92,14,0.0
92,7,0.0
92,9,0.0
92,20,0.0
92,11,0.0
92,3,0.0
92,18,0.0
92,16,1.0
92,8,1.0
92,6,0.0
92,12,1.0
92,13,0.0
93,14,1.0
93,8,1.0
93,12,1.0
93,19,0.0
93,16,1.0
93,1,1.0
93,9,0.0
93,18,1.0
93,7,1.0
93,17,1.0
93,10,1.0
93,4,1.0
93,13,1.0
93,11,1.0
94,8,1.0
94,17,1.0
94,15,1.0
94,5,1.0
94,19,1.0
94,10,1.0
94,6,1.0
94,13,1.0
94,11,1.0
94,20,1.0
94,14,1.0
94,1,1.0
94,9,1.0
94,7,1.0
95,5,1.0
95,8,1.0
95,3,1.0
95,20,1.0
95,17,1.0
95,16,1.0
95,14,1.0
95,11,1.0
95,15,1.0
95,4,1.0
95,2,1.0
95,9,1.0
95,1,1.0
95,10,1.0
96,12,1.0
96,4,1.0
96,11,1.0
96,14,1.0
96,15,1.0
96,5,0.0
96,6,1.0
96,1,0.0
96,10,1.0
96,9,1.0
96,16,1.0
96,8,1.0
96,3,1.0
96,19,1.0
97,14,1.0
97,1,0.0
97,17,1.0
97,5,1.0
97,9,0.0
97,8,1.0
97,18,0.0
97,6,1.0
97,13,0.0
97,19,0.0
97,16,1.0
97,4,0.0
97,15,0.0
97,11,1.0
98,13,0.0
98,7,0.0
98,20,0.0
98,12,1.0
98,6,0.0
98,2,0.0
98,14,0.0
98,5,0.0
98,16,1.0
98,8,0.0
98,1,0.0
98,19,0.0
98,4,0.0
98,15,0.0
99,14,1.0
99,4,1.0
99,8,1.0
99,19,1.0
99,5,1.0
99,20,1.0
99,15,1.0
99,16,1.0
99,3,1.0
99,11,1.0
99,13,1.0
99,6,1.0
99,17,0.0
99,7,1.0
100,5,0.0
100,14,0.0
100,17,0.0
100,1,0.0
100,8,1.0
100,20,0.0
100,11,0.0
100,7,0.0
100,15,0.0
100,9,0.0
100,6,1.0
100,3,0.0
100,12,0.0
100,19,0.0
101,4,0.0
101,18,0.0
101,20,0.0
101,6,1.0
101,2,0.0
101,13,0.0
101,15,0.0
101,8,0.0
101,1,1.0
101,16,1.0
101,3,0.0
101,10,0.0
101,19,0.0
101,5,1.0
102,13,1.0
102,4,0.0
102,16,1.0
102,11,1.0
102,17,1.0
102,7,1.0
102,20,1.0
102,12,1.0
102,6,1.0
102,1,1.0
102,2,1.0
102,8,1.0
102,3,1.0
102,9,1.0
103,1,0.0
103,10,0.0
103,3,0.0
103,18,0.0
103,15,0.0
103,19,0.0
103,11,0.0
103,14,1.0
103,6,1.0
103,9,1.0
103,13,0.0
103,4,0.0
103,12,0.0
103,20,0.0
104,10,1.0
104,14,1.0
104,18,1.0
104,6,1.0
104,11,1.0
104,9,1.0
104,8,1.0
104,13,1.0
104,1,0.0
104,5,1.0
104,15,1.0
104,19,1.0
104,12,1.0
104,4,1.0
105,16,0.0
105,6,1.0
105,3,1.0
105,12,1.0
105,5,1.0
105,8,1.0
105,17,1.0
105,9,1.0
105,2,1.0
105,19,0.0
105,10,1.0
105,14,1.0
105,18,0.0
105,4,1.0
106,14,1.0
106,10,0.0
106,18,1.0
106,4,0.0
106,3,0.0
106,8,0.0
106,7,0.0
106,20,0.0
106,12,1.0
106,1,1.0
106,15,0.0
106,16,1.0
106,13,0.0
106,2,1.0
107,14,0.0
107,19,0.0
107,11,0.0
107,8,1.0
107,1,1.0
107,17,0.0
107,3,1.0
107,20,0.0
107,16,0.0
107,5,0.0
107,18,0.0
107,15,0.0
107,6,1.0
107,2,1.0
108,16,1.0
108,7,1.0
108,12,1.0
108,4,1.0
108,5,1.0
108,11,1.0
108,17,1.0
108,13,1.0
108,20,1.0
108,3,1.0
108,6,1.0
108,10,1.0
108,2,1.0
108,9,1.0
109,8,1.0
109,7,0.0
109,9,1.0
109,6,1.0
109,5,1.0
109,12,1.0
109,19,1.0
109,13,0.0
109,3,1.0
109,15,0.0
109,18,1.0
109,4,0.0
109,17,0.0
109,2,1.0
110,15,1.0
110,14,0.0
110,17,1.0
110,20,0.0
110,8,1.0
110,3,1.0
110,19,0.0
110,13,0.0
110,10,1.0
110,5,1.0
110,18,1.0
110,11,1.0
110,9,0.0
110,7,0.0
111,1,0.0
111,6,1.0
111,8,1.0
111,20,0.0
111,10,0.0
111,13,0.0
111,14,0.0
111,17,0.0
111,18,0.0
111,16,0.0
111,4,0.0
111,5,0.0
111,3,0.0
111,2,0.0
112,6,0.0
112,5,0.0
112,20,0.0
112,18,0.0
112,1,0.0
112,14,0.0
112,8,0.0
112,12,0.0
112,9,0.0
112,19,0.0
112,2,0.0
112,13,0.0
112,17,0.0
112,3,0.0
113,15,1.0
113,13,0.0
113,5,1.0
113,2,0.0
113,20,0.0
113,3,0.0
113,17,0.0
113,1,1.0
113,8,1.0
113,14,1.0
113,12,1.0
113,11,0.0
113,10,1.0
113,6,1.0
114,7,0.0
114,9,0.0
114,16,1.0
114,20,1.0
114,10,1.0
114,17,1.0
114,14,1.0
114,18,1.0
114,5,0.0
114,12,1.0
114,2,0.0
114,6,1.0
114,1,0.0
114,3,0.0
115,14,1.0
115,16,1.0
115,15,0.0
115,4,1.0
115,10,1.0
115,9,0.0
115,19,1.0
115,7,1.0
115,17,0.0
115,13,1.0
115,6,1.0
115,12,0.0
115,8,1.0
115,18,1.0
116,2,1.0
116,1,0.0
116,5,1.0
116,15,1.0
116,18,1.0
116,3,1.0
116,4,1.0
116,17,1.0
116,16,1.0
116,7,1.0
116,8,1.0
116,6,1.0
116,20,1.0
116,14,1.0
117,6,0.0
117,9,1.0
117,18,0.0
117,15,0.0
117,10,0.0
117,1,0.0
117,5,0.0
117,20,0.0
117,8,0.0
117,19,0.0
117,16,0.0
117,11,0.0
117,12,0.0
117,7,0.0
118,19,0.0
118,12,1.0
118,8,1.0
118,10,0.0
118,3,0.0
118,14,1.0
118,2,0.0
118,17,0.0
118,20,1.0
118,6,1.0
118,1,0.0
118,7,0.0
118,18,1.0
118,16,1.0
119,20,1.0
119,4,1.0
119,5,0.0
119,3,0.0
119,9,1.0
119,14,1.0
119,10,1.0
119,7,1.0
119,12,1.0
119,16,1.0
119,8,1.0
119,19,1.0
119,6,1.0
119,18,1.0
120,7,0.0
120,13,0.0
120,19,0.0
120,5,0.0
120,16,0.0
120,3,0.0
120,14,0.0
120,15,0.0
120,20,0.0
120,18,0.0
120,8,0.0
120,2,0.0
120,1,0.0
120,12,0.0
121,4,1.0
121,6,0.0
121,18,0.0
121,5,1.0
121,17,0.0
121,8,1.0
121,14,0.0
121,11,0.0
121,10,0.0
121,20,0.0
121,19,0.0
121,12,0.0
121,16,0.0
121,7,0.0
122,2,0.0
122,5,0.0
122,15,0.0
122,1,0.0
122,10,0.0
122,6,1.0
122,12,1.0
122,11,0.0
122,16,1.0
122,7,0.0
122,20,0.0
122,4,0.0
122,14,0.0
122,9,1.0
123,11,0.0
123,17,0.0
123,20,0.0
123,10,0.0
123,5,0.0
123,13,0.0
123,12,0.0
123,18,0.0
123,4,0.0
123,15,0.0
123,6,1.0
123,1,0.0
123,3,0.0
123,16,1.0
124,18,1.0
124,13,1.0
124,14,1.0
124,6,1.0
124,8,1.0
124,3,1.0
124,17,1.0
124,12,1.0
124,20,1.0
124,19,1.0
124,5,1.0
124,1,1.0
124,7,1.0
124,11,1.0
125,20,1.0
125,9,0.0
125,19,1.0
125,6,1.0
125,13,1.0
125,7,0.0
125,12,1.0
125,5,1.0
125,17,1.0
125,16,1.0
125,15,0.0
